unit_code,vaps_code,division,Unit_Activations,Vaps_Associated_With_Unit,Vaps_Attach_Rate,UNIT_PRODUCTNAME_SF,UNIT_DESCRIPTION,UNIT_DETAILEDDESCRIPTION,UNIT_L1_PURPOSE,UNIT_L2_CORE_SOLUTION,UNIT_L3_PRODUCTS,VAPS_DESCRIPTION,VAPS_L1_PURPOSE,VAPS_L2__CORE_NEED,VAPS_L2_PRODUCTS,VAPS_CUSTOMIZATION_COMPLEMENTARY_ALTERNATIVES,VAPS_MAIN_GROUP,VAPS_DETAILED_GROUP,VAPS_PACKAGE_TIER,VAPS_SOURCE
40W,WSPROP1CA,South Division,2149,82,3.82,40' OPEN BAY OFFICE,Ground Level Office - 40' x 8',Large Ground Level Office (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Professional Cafe Package,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Collaboration & Breakroom,Caf� Packages,Professional,VAPS MAPPING
40W,WSPROP1CA,West Division,1145,20,1.75,40' OPEN BAY OFFICE,Ground Level Office - 40' x 8',Large Ground Level Office (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Professional Cafe Package,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Collaboration & Breakroom,Caf� Packages,Professional,VAPS MAPPING
40W,WSPROP1LR,Canada Division,98,1,1.02,40' OPEN BAY OFFICE,Ground Level Office - 40' x 8',Large Ground Level Office (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Professional Lunchroom Package,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Collaboration & Breakroom,Caf� Packages,Professional,VAPS MAPPING
40W,WSPROP1LR,Central Division,2617,121,4.62,40' OPEN BAY OFFICE,Ground Level Office - 40' x 8',Large Ground Level Office (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Professional Lunchroom Package,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Collaboration & Breakroom,Caf� Packages,Professional,VAPS MAPPING
40W,WSPROP1LR,Northeast Division,967,58,6.00,40' OPEN BAY OFFICE,Ground Level Office - 40' x 8',Large Ground Level Office (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Professional Lunchroom Package,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Collaboration & Breakroom,Caf� Packages,Professional,VAPS MAPPING
40W,WSPROP1LR,South Division,2149,187,8.70,40' OPEN BAY OFFICE,Ground Level Office - 40' x 8',Large Ground Level Office (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Professional Lunchroom Package,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Collaboration & Breakroom,Caf� Packages,Professional,VAPS MAPPING
40W,WSPROP1LR,West Division,1145,25,2.18,40' OPEN BAY OFFICE,Ground Level Office - 40' x 8',Large Ground Level Office (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Professional Lunchroom Package,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Collaboration & Breakroom,Caf� Packages,Professional,VAPS MAPPING
40W,WSPROP1O,Canada Division,98,3,3.06,40' OPEN BAY OFFICE,Ground Level Office - 40' x 8',Large Ground Level Office (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Professional Office Package,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Workspaces,Office Packages,Professional,VAPS MAPPING
40W,WSPROP1O,Central Division,2617,155,5.92,40' OPEN BAY OFFICE,Ground Level Office - 40' x 8',Large Ground Level Office (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Professional Office Package,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Workspaces,Office Packages,Professional,VAPS MAPPING
40W,WSPROP1O,Northeast Division,967,33,3.41,40' OPEN BAY OFFICE,Ground Level Office - 40' x 8',Large Ground Level Office (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Professional Office Package,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Workspaces,Office Packages,Professional,VAPS MAPPING
40W,WSPROP1O,South Division,2149,105,4.89,40' OPEN BAY OFFICE,Ground Level Office - 40' x 8',Large Ground Level Office (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Professional Office Package,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Workspaces,Office Packages,Professional,VAPS MAPPING
40W,WSPROP1O,West Division,1145,68,5.94,40' OPEN BAY OFFICE,Ground Level Office - 40' x 8',Large Ground Level Office (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Professional Office Package,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Workspaces,Office Packages,Professional,VAPS MAPPING
40W,WSPROP1TWS,Central Division,2617,1,0.04,40' OPEN BAY OFFICE,Ground Level Office - 40' x 8',Large Ground Level Office (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices,,,,,,,,,
40W,WSPROP1TWS,South Division,2149,1,0.05,40' OPEN BAY OFFICE,Ground Level Office - 40' x 8',Large Ground Level Office (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices,,,,,,,,,
40W,WSPROP1WS,Northeast Division,967,3,0.31,40' OPEN BAY OFFICE,Ground Level Office - 40' x 8',Large Ground Level Office (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Professional Workstation Package,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Workspaces,Workstation Packages,Professional,VAPS MAPPING
40W,WSPROPCU,Central Division,2617,1,0.04,40' OPEN BAY OFFICE,Ground Level Office - 40' x 8',Large Ground Level Office (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Professional Cubicle Package,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Workspaces,Cubicle Packages,Professional,VAPS MAPPING
40W,,Canada Division,98,45,45.92,40' OPEN BAY OFFICE,Ground Level Office - 40' x 8',Large Ground Level Office (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices,,,,,,,,,
40W,,Central Division,2617,467,17.84,40' OPEN BAY OFFICE,Ground Level Office - 40' x 8',Large Ground Level Office (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices,,,,,,,,,
40W,,Northeast Division,967,171,17.68,40' OPEN BAY OFFICE,Ground Level Office - 40' x 8',Large Ground Level Office (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices,,,,,,,,,
40W,,South Division,2149,453,21.08,40' OPEN BAY OFFICE,Ground Level Office - 40' x 8',Large Ground Level Office (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices,,,,,,,,,
40W,,West Division,1145,93,8.12,40' OPEN BAY OFFICE,Ground Level Office - 40' x 8',Large Ground Level Office (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices,,,,,,,,,
HQ208,LIABILITYWVR,Canada Division,28,13,46.43,20x8 HQ Ground Level Office,HQ Ground Level Office - 20' x 8',Small HQ Ground Level Office+ (160 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Loss Damage Waiver,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Security & Protection,Protection Plans,Unique,VAPS MAPPING
HQ208,LIABILITYWVR,Central Division,122,20,16.39,20x8 HQ Ground Level Office,HQ Ground Level Office - 20' x 8',Small HQ Ground Level Office+ (160 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Loss Damage Waiver,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Security & Protection,Protection Plans,Unique,VAPS MAPPING
HQ208,LIABILITYWVR,Northeast Division,291,88,30.24,20x8 HQ Ground Level Office,HQ Ground Level Office - 20' x 8',Small HQ Ground Level Office+ (160 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Loss Damage Waiver,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Security & Protection,Protection Plans,Unique,VAPS MAPPING
HQ208,LIABILITYWVR,South Division,307,137,44.63,20x8 HQ Ground Level Office,HQ Ground Level Office - 20' x 8',Small HQ Ground Level Office+ (160 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Loss Damage Waiver,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Security & Protection,Protection Plans,Unique,VAPS MAPPING
HQ208,LIABILITYWVR,West Division,92,32,34.78,20x8 HQ Ground Level Office,HQ Ground Level Office - 20' x 8',Small HQ Ground Level Office+ (160 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Loss Damage Waiver,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Security & Protection,Protection Plans,Unique,VAPS MAPPING
HQ208,PROP1AP,Central Division,122,6,4.92,20x8 HQ Ground Level Office,HQ Ground Level Office - 20' x 8',Small HQ Ground Level Office+ (160 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Air Purifier,,,,,Appliances,,,VAPS - A La Carte
HQ208,PROP1AP,Northeast Division,291,21,7.22,20x8 HQ Ground Level Office,HQ Ground Level Office - 20' x 8',Small HQ Ground Level Office+ (160 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Air Purifier,,,,,Appliances,,,VAPS - A La Carte
HQ208,PROP1AP,South Division,307,3,0.98,20x8 HQ Ground Level Office,HQ Ground Level Office - 20' x 8',Small HQ Ground Level Office+ (160 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Air Purifier,,,,,Appliances,,,VAPS - A La Carte
HQ208,PROP1AP,West Division,92,2,2.17,20x8 HQ Ground Level Office,HQ Ground Level Office - 20' x 8',Small HQ Ground Level Office+ (160 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Air Purifier,,,,,Appliances,,,VAPS - A La Carte
HQ208,WS1DATAV2,Central Division,122,27,22.13,20x8 HQ Ground Level Office,HQ Ground Level Office - 20' x 8',Small HQ Ground Level Office+ (160 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Data Hub - Rental,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Power & Connectivity,Data & Communications,Unique,VAPS MAPPING
HQ208,WS1DATAV2,Northeast Division,291,129,44.33,20x8 HQ Ground Level Office,HQ Ground Level Office - 20' x 8',Small HQ Ground Level Office+ (160 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Data Hub - Rental,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Power & Connectivity,Data & Communications,Unique,VAPS MAPPING
HQ208,WS1DATAV2,South Division,307,14,4.56,20x8 HQ Ground Level Office,HQ Ground Level Office - 20' x 8',Small HQ Ground Level Office+ (160 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Data Hub - Rental,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Power & Connectivity,Data & Communications,Unique,VAPS MAPPING
HQ208,WS1DATAV2,West Division,92,32,34.78,20x8 HQ Ground Level Office,HQ Ground Level Office - 20' x 8',Small HQ Ground Level Office+ (160 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Data Hub - Rental,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Power & Connectivity,Data & Communications,Unique,VAPS MAPPING
HQ208,WS3012,Central Division,122,1,0.82,20x8 HQ Ground Level Office,HQ Ground Level Office - 20' x 8',Small HQ Ground Level Office+ (160 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Redi-Panel Wall - (LF),Office & Meeting Space,Ground Level Spaces,Ground Level Offices Plus,L3 - Complete Your Space,Walls & Surfaces,Quick Walls,Unique,VAPS MAPPING
HQ208,WS3012,Northeast Division,291,1,0.34,20x8 HQ Ground Level Office,HQ Ground Level Office - 20' x 8',Small HQ Ground Level Office+ (160 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Redi-Panel Wall - (LF),Office & Meeting Space,Ground Level Spaces,Ground Level Offices Plus,L3 - Complete Your Space,Walls & Surfaces,Quick Walls,Unique,VAPS MAPPING
HQ208,WS3404,Central Division,122,10,8.20,20x8 HQ Ground Level Office,HQ Ground Level Office - 20' x 8',Small HQ Ground Level Office+ (160 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Security Screens - Window - Rental,,,,,Security,,,VAPS - A La Carte
HQ208,WS3404,Northeast Division,291,22,7.56,20x8 HQ Ground Level Office,HQ Ground Level Office - 20' x 8',Small HQ Ground Level Office+ (160 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Security Screens - Window - Rental,,,,,Security,,,VAPS - A La Carte
HQ208,WS3404,South Division,307,4,1.30,20x8 HQ Ground Level Office,HQ Ground Level Office - 20' x 8',Small HQ Ground Level Office+ (160 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Security Screens - Window - Rental,,,,,Security,,,VAPS - A La Carte
HQ208,WS3404,West Division,92,1,1.09,20x8 HQ Ground Level Office,HQ Ground Level Office - 20' x 8',Small HQ Ground Level Office+ (160 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Security Screens - Window - Rental,,,,,Security,,,VAPS - A La Carte
HQ208,WS3406,South Division,307,2,0.65,20x8 HQ Ground Level Office,HQ Ground Level Office - 20' x 8',Small HQ Ground Level Office+ (160 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Security - Door Bar - Rental,,,,,Security,,,VAPS - A La Carte
HQ208,WS3411,Northeast Division,291,1,0.34,20x8 HQ Ground Level Office,HQ Ground Level Office - 20' x 8',Small HQ Ground Level Office+ (160 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Security - Window Bar - Rental,,,,,Security,,,VAPS - A La Carte
HQ208,WS3414,Canada Division,28,21,75.00,20x8 HQ Ground Level Office,HQ Ground Level Office - 20' x 8',Small HQ Ground Level Office+ (160 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Window/Door Security Bundle - 30ft & Less,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Security & Protection,Unit Security,Unique,VAPS MAPPING
HQ208,WS3414,Central Division,122,19,15.57,20x8 HQ Ground Level Office,HQ Ground Level Office - 20' x 8',Small HQ Ground Level Office+ (160 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Window/Door Security Bundle - 30ft & Less,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Security & Protection,Unit Security,Unique,VAPS MAPPING
HQ208,WS3414,Northeast Division,291,36,12.37,20x8 HQ Ground Level Office,HQ Ground Level Office - 20' x 8',Small HQ Ground Level Office+ (160 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Window/Door Security Bundle - 30ft & Less,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Security & Protection,Unit Security,Unique,VAPS MAPPING
HQ208,WS3414,South Division,307,3,0.98,20x8 HQ Ground Level Office,HQ Ground Level Office - 20' x 8',Small HQ Ground Level Office+ (160 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Window/Door Security Bundle - 30ft & Less,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Security & Protection,Unit Security,Unique,VAPS MAPPING
HQ208,WS3414,West Division,92,9,9.78,20x8 HQ Ground Level Office,HQ Ground Level Office - 20' x 8',Small HQ Ground Level Office+ (160 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Window/Door Security Bundle - 30ft & Less,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Security & Protection,Unit Security,Unique,VAPS MAPPING
HQ208,WS3416,Central Division,122,1,0.82,20x8 HQ Ground Level Office,HQ Ground Level Office - 20' x 8',Small HQ Ground Level Office+ (160 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Window/Door Security Bundle - 40ft & Greater,Office & Meeting Space,Mobile Offices,Mobile Offices,L3 - Complete Your Space,Security & Protection,Unit Security,Unique,VAPS MAPPING
HQ208,WS3416,Northeast Division,291,2,0.69,20x8 HQ Ground Level Office,HQ Ground Level Office - 20' x 8',Small HQ Ground Level Office+ (160 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Window/Door Security Bundle - 40ft & Greater,Office & Meeting Space,Mobile Offices,Mobile Offices,L3 - Complete Your Space,Security & Protection,Unit Security,Unique,VAPS MAPPING
HQ208,WS3502,Central Division,122,4,3.28,20x8 HQ Ground Level Office,HQ Ground Level Office - 20' x 8',Small HQ Ground Level Office+ (160 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Sm. Desk - 4ft x 2.5ft,,,,,Furniture,,,VAPS - A La Carte
HQ208,WS3508,Canada Division,28,2,7.14,20x8 HQ Ground Level Office,HQ Ground Level Office - 20' x 8',Small HQ Ground Level Office+ (160 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Furniture - Rental,Large-Scale Office & Storage,Clearspan & Complexes,Clearspan,L3 - Complete Your Space,Collaboration & Breakroom,Picnic Tables,,VAPS MAPPING
HQ208,WS3508,Central Division,122,2,1.64,20x8 HQ Ground Level Office,HQ Ground Level Office - 20' x 8',Small HQ Ground Level Office+ (160 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Furniture - Rental,Large-Scale Office & Storage,Clearspan & Complexes,Clearspan,L3 - Complete Your Space,Collaboration & Breakroom,Picnic Tables,,VAPS MAPPING
HQ208,WS3508,Northeast Division,291,6,2.06,20x8 HQ Ground Level Office,HQ Ground Level Office - 20' x 8',Small HQ Ground Level Office+ (160 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Furniture - Rental,Large-Scale Office & Storage,Clearspan & Complexes,Clearspan,L3 - Complete Your Space,Collaboration & Breakroom,Picnic Tables,,VAPS MAPPING
HQ208,WS3508,South Division,307,207,67.43,20x8 HQ Ground Level Office,HQ Ground Level Office - 20' x 8',Small HQ Ground Level Office+ (160 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Furniture - Rental,Large-Scale Office & Storage,Clearspan & Complexes,Clearspan,L3 - Complete Your Space,Collaboration & Breakroom,Picnic Tables,,VAPS MAPPING
