unit_code,vaps_code,Unit_Activations,Vaps_Associated_With_Unit,Vaps_Attach_Rate,UNIT_PRODUCTNAME_SF,UNIT_DESCRIPTION,UNIT_DETAILEDDESCRIPTION,UNIT_L1_PURPOSE,UNIT_L2_CORE_SOLUTION,UNIT_L3_PRODUCTS,VAPS_DESCRIPTION,VAPS_L1_PURPOSE,VAPS_L2__CORE_NEED,VAPS_L2_PRODUCTS,VAPS_CUSTOMIZATION_COMPLEMENTARY_ALTERNATIVES,VAPS_MAIN_GROUP,VAPS_DETAILED_GROUP,VAPS_PACKAGE_TIER,VAPS_SOURCE
30W,WS5028,1997,3,0.15,30' OPEN BAY OFFICE,Ground Level Office - 30' x 10',Medium Size Ground Level Office (300 SF),Offices,Ground Level Offices,Standard Ground Level Offices,L-Desk,,,,,Furniture,,,VAPS - A La Carte
30W,WS5030,1997,3,0.15,30' OPEN BAY OFFICE,Ground Level Office - 30' x 10',Medium Size Ground Level Office (300 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Lg. Bookcase - 4 Shelf,,,,,Furniture,,,VAPS - A La Carte
30W,WS5036,1997,1,0.05,30' OPEN BAY OFFICE,Ground Level Office - 30' x 10',Medium Size Ground Level Office (300 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Cork Board,,,,,Accessories,,,VAPS - A La Carte
30W,WS5038,1997,1,0.05,30' OPEN BAY OFFICE,Ground Level Office - 30' x 10',Medium Size Ground Level Office (300 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Lockers,,,,,Furniture,,,VAPS - A La Carte
30W,WS5040,1997,40,2.00,30' OPEN BAY OFFICE,Ground Level Office - 30' x 10',Medium Size Ground Level Office (300 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Full-Sized Refrigerator,,,,,Appliances,,,VAPS - A La Carte
30W,WS5041,1997,10,0.50,30' OPEN BAY OFFICE,Ground Level Office - 30' x 10',Medium Size Ground Level Office (300 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Mini Refrigerator,,,,,Appliances,,,VAPS - A La Carte
30W,WS5042,1997,12,0.60,30' OPEN BAY OFFICE,Ground Level Office - 30' x 10',Medium Size Ground Level Office (300 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Coffee Pot - 12 Cup,,,,,Appliances,,,VAPS - A La Carte
30W,WS5043,1997,4,0.20,30' OPEN BAY OFFICE,Ground Level Office - 30' x 10',Medium Size Ground Level Office (300 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Keurig,,,,,Appliances,,,VAPS - A La Carte
30W,WS5044,1997,30,1.50,30' OPEN BAY OFFICE,Ground Level Office - 30' x 10',Medium Size Ground Level Office (300 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Microwave,,,,,Appliances,,,VAPS - A La Carte
30W,WS5045,1997,2,0.10,30' OPEN BAY OFFICE,Ground Level Office - 30' x 10',Medium Size Ground Level Office (300 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Media Package Wall Mount - Rental,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Collaboration & Breakroom,Media Package,Unique,VAPS MAPPING
30W,WS5060,1997,5,0.25,30' OPEN BAY OFFICE,Ground Level Office - 30' x 10',Medium Size Ground Level Office (300 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Pedestal Filing Cabinet - 3 DWR,,,,,Furniture,,,VAPS - A La Carte
30W,WS5061,1997,4,0.20,30' OPEN BAY OFFICE,Ground Level Office - 30' x 10',Medium Size Ground Level Office (300 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Blueprint Rack,,,,,Accessories,,,VAPS - A La Carte
30W,WS5090,1997,1,0.05,30' OPEN BAY OFFICE,Ground Level Office - 30' x 10',Medium Size Ground Level Office (300 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Sm. White Board - 3ft x 4ft,,,,,Accessories,,,VAPS - A La Carte
30W,WS5091,1997,6,0.30,30' OPEN BAY OFFICE,Ground Level Office - 30' x 10',Medium Size Ground Level Office (300 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Lg. White Board - 4ft x 6ft,,,,,Accessories,,,VAPS - A La Carte
30W,WS5093,1997,10,0.50,30' OPEN BAY OFFICE,Ground Level Office - 30' x 10',Medium Size Ground Level Office (300 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Office Floor Mat,,,,,Accessories,,,VAPS - A La Carte
30W,WS5095,1997,3,0.15,30' OPEN BAY OFFICE,Ground Level Office - 30' x 10',Medium Size Ground Level Office (300 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Small Office Trash Can,,,,,Accessories,,,VAPS - A La Carte
30W,WS5096,1997,18,0.90,30' OPEN BAY OFFICE,Ground Level Office - 30' x 10',Medium Size Ground Level Office (300 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Large Trash Can,,,,,Accessories,,,VAPS - A La Carte
30W,WS5097,1997,1,0.05,30' OPEN BAY OFFICE,Ground Level Office - 30' x 10',Medium Size Ground Level Office (300 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Surge Protector,,,,,Accessories,,,VAPS - A La Carte
30W,WS5098,1997,3,0.15,30' OPEN BAY OFFICE,Ground Level Office - 30' x 10',Medium Size Ground Level Office (300 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Blueprint Clamps - 3ft (ea.),,,,,Accessories,,,VAPS - A La Carte
30W,WSAASD35,1997,2,0.10,30' OPEN BAY OFFICE,Ground Level Office - 30' x 10',Medium Size Ground Level Office (300 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Standing Desk,,,,,Furniture,,,VAPS - A La Carte
30W,WSADS360,1997,1,0.05,30' OPEN BAY OFFICE,Ground Level Office - 30' x 10',Medium Size Ground Level Office (300 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Drafting Stool,,,,,Furniture,,,VAPS - A La Carte
30W,WSALF2D,1997,6,0.30,30' OPEN BAY OFFICE,Ground Level Office - 30' x 10',Medium Size Ground Level Office (300 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Sm. Lateral File - 2 Drawer,,,,,Furniture,,,VAPS - A La Carte
30W,WSASC4H,1997,1,0.05,30' OPEN BAY OFFICE,Ground Level Office - 30' x 10',Medium Size Ground Level Office (300 SF),Offices,Ground Level Offices,Standard Ground Level Offices,4-Shelf Storage Cabinet,,,,,Furniture,,,VAPS - A La Carte
30W,WSBASEP1O,1997,5,0.25,30' OPEN BAY OFFICE,Ground Level Office - 30' x 10',Medium Size Ground Level Office (300 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Basic Ergo Office Package - Rental,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Workspaces,Ergonomic Packages,Basic,VAPS MAPPING
30W,WSBASEP1WS,1997,1,0.05,30' OPEN BAY OFFICE,Ground Level Office - 30' x 10',Medium Size Ground Level Office (300 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Basic Ergo Workstation Package - Rental,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Workspaces,Ergonomic Packages,Basic,VAPS MAPPING
30W,WSBASP1C,1997,164,8.21,30' OPEN BAY OFFICE,Ground Level Office - 30' x 10',Medium Size Ground Level Office (300 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Basic Conference Package,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Collaboration & Breakroom,Conference Packages,Basic,VAPS MAPPING
30W,WSBASP1CA,1997,173,8.66,30' OPEN BAY OFFICE,Ground Level Office - 30' x 10',Medium Size Ground Level Office (300 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Basic Cafe Package,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Collaboration & Breakroom,Caf� Packages,Basic,VAPS MAPPING
30W,WSBASP1LR,1997,49,2.45,30' OPEN BAY OFFICE,Ground Level Office - 30' x 10',Medium Size Ground Level Office (300 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Basic Lunchroom Package,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Collaboration & Breakroom,Caf� Packages,Basic,VAPS MAPPING
30W,WSBASP1O,1997,444,22.23,30' OPEN BAY OFFICE,Ground Level Office - 30' x 10',Medium Size Ground Level Office (300 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Basic Office Package,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Workspaces,Office Packages,Basic,VAPS MAPPING
30W,WSBASP1WS,1997,4,0.20,30' OPEN BAY OFFICE,Ground Level Office - 30' x 10',Medium Size Ground Level Office (300 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Basic Workstation Package,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Workspaces,Workstation Packages,Basic,VAPS MAPPING
30W,WSBASPCU,1997,1,0.05,30' OPEN BAY OFFICE,Ground Level Office - 30' x 10',Medium Size Ground Level Office (300 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Basic Cubicle Package,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Workspaces,Cubicle Packages,Basic,VAPS MAPPING
30W,WSCDLAR,1997,181,9.06,30' OPEN BAY OFFICE,Ground Level Office - 30' x 10',Medium Size Ground Level Office (300 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Disc Lock Keyed Alike - Rental,Office & Meeting Space,Ground Level Spaces,Combo Offices (Container + Storage),L3 - Complete Your Space,Security & Protection,Unit Security,Basic,VAPS MAPPING
30W,WSCDLDR,1997,286,14.32,30' OPEN BAY OFFICE,Ground Level Office - 30' x 10',Medium Size Ground Level Office (300 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Disc Lock Keyed Different - Rental,Office & Meeting Space,Ground Level Spaces,Combo Offices (Container + Storage),L3 - Complete Your Space,Security & Protection,Unit Security,Basic,VAPS MAPPING
30W,WSCGRAR,1997,17,0.85,30' OPEN BAY OFFICE,Ground Level Office - 30' x 10',Medium Size Ground Level Office (300 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Container Guard Keyed Alike - Rental,Office & Meeting Space,Ground Level Spaces,Combo Offices (Container + Storage),L3 - Complete Your Space,Security & Protection,Unit Security,Professional,VAPS MAPPING
30W,WSCGRDR,1997,40,2.00,30' OPEN BAY OFFICE,Ground Level Office - 30' x 10',Medium Size Ground Level Office (300 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Container Guard Keyed Different - Rental,Office & Meeting Space,Ground Level Spaces,Combo Offices (Container + Storage),L3 - Complete Your Space,Security & Protection,Unit Security,Professional,VAPS MAPPING
30W,WSCI10K,1997,8,0.40,30' OPEN BAY OFFICE,Ground Level Office - 30' x 10',Medium Size Ground Level Office (300 SF),Offices,Ground Level Offices,Standard Ground Level Offices,CONTENTS INSURANCE - $10K TIER,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Security & Protection,Protection Plans,Option 3,VAPS MAPPING
30W,WSCI20K,1997,9,0.45,30' OPEN BAY OFFICE,Ground Level Office - 30' x 10',Medium Size Ground Level Office (300 SF),Offices,Ground Level Offices,Standard Ground Level Offices,CONTENTS INSURANCE - $20K TIER,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Security & Protection,Protection Plans,Option 4,VAPS MAPPING
30W,WSCI2K,1997,14,0.70,30' OPEN BAY OFFICE,Ground Level Office - 30' x 10',Medium Size Ground Level Office (300 SF),Offices,Ground Level Offices,Standard Ground Level Offices,CONTENTS INSURANCE - $2K TIER,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Security & Protection,Protection Plans,Option 1,VAPS MAPPING
30W,WSCI5K,1997,49,2.45,30' OPEN BAY OFFICE,Ground Level Office - 30' x 10',Medium Size Ground Level Office (300 SF),Offices,Ground Level Offices,Standard Ground Level Offices,CONTENTS INSURANCE - $5K TIER,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Security & Protection,Protection Plans,Option 2,VAPS MAPPING
30W,WSESDR,1997,3,0.15,30' OPEN BAY OFFICE,Ground Level Office - 30' x 10',Medium Size Ground Level Office (300 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Electronic Standing Desk - Rental,,,,,Furniture,,,VAPS - A La Carte
30W,WSMCLR,1997,44,2.20,30' OPEN BAY OFFICE,Ground Level Office - 30' x 10',Medium Size Ground Level Office (300 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Magnetic Container Light - Rental,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Lighting,Magnetic Lights,Unique,VAPS MAPPING
30W,WSPLAN1,1997,77,3.86,30' OPEN BAY OFFICE,Ground Level Office - 30' x 10',Medium Size Ground Level Office (300 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Planning Package,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Workspaces,Planning Package,Unique,VAPS MAPPING
30W,WSPREP1O,1997,17,0.85,30' OPEN BAY OFFICE,Ground Level Office - 30' x 10',Medium Size Ground Level Office (300 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Premium Office Package,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Workspaces,Office Packages,Premium,VAPS MAPPING
30W,WSPREP2O1C,1997,1,0.05,30' OPEN BAY OFFICE,Ground Level Office - 30' x 10',Medium Size Ground Level Office (300 SF),Offices,Ground Level Offices,Standard Ground Level Offices,,,,,,,,,
30W,WSPROEP1O,1997,1,0.05,30' OPEN BAY OFFICE,Ground Level Office - 30' x 10',Medium Size Ground Level Office (300 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Prof Ergo Office Package - Rental,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Workspaces,Ergonomic Packages,Professional,VAPS MAPPING
30W,WSPROP1C,1997,37,1.85,30' OPEN BAY OFFICE,Ground Level Office - 30' x 10',Medium Size Ground Level Office (300 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Professional Conference Package,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Collaboration & Breakroom,Conference Packages,Professional,VAPS MAPPING
30W,WSPROP1CA,1997,56,2.80,30' OPEN BAY OFFICE,Ground Level Office - 30' x 10',Medium Size Ground Level Office (300 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Professional Cafe Package,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Collaboration & Breakroom,Caf� Packages,Professional,VAPS MAPPING
30W,WSPROP1LR,1997,72,3.61,30' OPEN BAY OFFICE,Ground Level Office - 30' x 10',Medium Size Ground Level Office (300 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Professional Lunchroom Package,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Collaboration & Breakroom,Caf� Packages,Professional,VAPS MAPPING
30W,WSPROP1O,1997,69,3.46,30' OPEN BAY OFFICE,Ground Level Office - 30' x 10',Medium Size Ground Level Office (300 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Professional Office Package,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Workspaces,Office Packages,Professional,VAPS MAPPING
30W,WSPROP1TWS,1997,1,0.05,30' OPEN BAY OFFICE,Ground Level Office - 30' x 10',Medium Size Ground Level Office (300 SF),Offices,Ground Level Offices,Standard Ground Level Offices,,,,,,,,,
30W,WSPROP1WS,1997,1,0.05,30' OPEN BAY OFFICE,Ground Level Office - 30' x 10',Medium Size Ground Level Office (300 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Professional Workstation Package,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Workspaces,Workstation Packages,Professional,VAPS MAPPING
30W,WSPROPCU,1997,1,0.05,30' OPEN BAY OFFICE,Ground Level Office - 30' x 10',Medium Size Ground Level Office (300 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Professional Cubicle Package,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Workspaces,Cubicle Packages,Professional,VAPS MAPPING
30W,,1997,357,17.88,30' OPEN BAY OFFICE,Ground Level Office - 30' x 10',Medium Size Ground Level Office (300 SF),Offices,Ground Level Offices,Standard Ground Level Offices,,,,,,,,,
40U,1018,2301,1,0.04,40' COMBO W/15' OFFICE,Ground Level Office Combo / ftorage Combo - 40' u 8',Large Ground Level Office Combo (320 sq. ft.),Offices,Ground Level Offices,Ground Level Office / Storage Combo Units,,,,,,,,,
40U,LIABILITYWVR,2301,709,30.81,40' COMBO W/15' OFFICE,Ground Level Office Combo / ftorage Combo - 40' u 8',Large Ground Level Office Combo (320 sq. ft.),Offices,Ground Level Offices,Ground Level Office / Storage Combo Units,Loss Damage Waiver,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Security & Protection,Protection Plans,Unique,VAPS MAPPING
40U,MMBASP10SV,2301,26,1.13,40' COMBO W/15' OFFICE,Ground Level Office Combo / ftorage Combo - 40' u 8',Large Ground Level Office Combo (320 sq. ft.),Offices,Ground Level Offices,Ground Level Office / Storage Combo Units,BASIC SHELVING PACKAGE 3 - 6FT,Office & Meeting Space,Ground Level Spaces,Combo Offices (Container + Storage),L3 - Complete Your Space,Organization & Storage,Basic Container Shelving,Basic,VAPS MAPPING
40U,MMBASP1SV,2301,149,6.48,40' COMBO W/15' OFFICE,Ground Level Office Combo / ftorage Combo - 40' u 8',Large Ground Level Office Combo (320 sq. ft.),Offices,Ground Level Offices,Ground Level Office / Storage Combo Units,BASIC SHELVING PACKAGE 1 - 16FT,Office & Meeting Space,Ground Level Spaces,Combo Offices (Container + Storage),L3 - Complete Your Space,Organization & Storage,Basic Container Shelving,Basic,VAPS MAPPING
40U,MMBASP5SV,2301,3,0.13,40' COMBO W/15' OFFICE,Ground Level Office Combo / ftorage Combo - 40' u 8',Large Ground Level Office Combo (320 sq. ft.),Offices,Ground Level Offices,Ground Level Office / Storage Combo Units,BASIC SHELVING PACKAGE 2 - 32FT,Storage Space,Storage Containers,Storage Containers,L3 - Complete Your Space,Organization & Storage,Basic Container Shelving,Basic,VAPS MAPPING
40U,MMCTRMPLG,2301,19,0.83,40' COMBO W/15' OFFICE,Ground Level Office Combo / ftorage Combo - 40' u 8',Large Ground Level Office Combo (320 sq. ft.),Offices,Ground Level Offices,Ground Level Office / Storage Combo Units,Container Ramp 3-Panel - 66L x 58W,Office & Meeting Space,Ground Level Spaces,Combo Offices (Container + Storage),L3 - Complete Your Space,Entrance Packages,Ramps,Unique,VAPS MAPPING
40U,MMCTRMPSM,2301,163,7.08,40' COMBO W/15' OFFICE,Ground Level Office Combo / ftorage Combo - 40' u 8',Large Ground Level Office Combo (320 sq. ft.),Offices,Ground Level Offices,Ground Level Office / Storage Combo Units,Container Ramp 2-Panel - 66L x 39W,Office & Meeting Space,Ground Level Spaces,Combo Offices (Container + Storage),L3 - Complete Your Space,Entrance Packages,Ramps,Unique,VAPS MAPPING
40U,MMPRORACK16,2301,14,0.61,40' COMBO W/15' OFFICE,Ground Level Office Combo / ftorage Combo - 40' u 8',Large Ground Level Office Combo (320 sq. ft.),Offices,Ground Level Offices,Ground Level Office / Storage Combo Units,PRORACK Storage System - 16FT,Office & Meeting Space,Ground Level Spaces,Combo Offices (Container + Storage),L3 - Complete Your Space,Organization & Storage,PRORACK,Unique,VAPS MAPPING
